"Frase","Encuestado","Nivel_énfasis","Respuesta_Posición","Respuesta_Posición_Acierto","Respuesta_naturalidad","Posicion_enunciado","Número_sílabas"
"F07","96615914","4","muy","1","2","2","1"
"F07","96620145","4","nuevo","0","3","2","1"
"F07","96621195","4","muy","1","2","2","1"
"F07","96632274","4","muy","1","2","2","1"
"F07","96634147","4","muy","1","3","2","1"
"F07","96636044","4","muy","1","2","2","1"
"F07","96656784","4","muy","1","4","2","1"
"F07","96657675","4","muy","1","3","2","1"
"F07","96660080","4","muy","1","3","2","1"
"F07","96690215","4","muy","1","2","2","1"
"F07","96714607","4","muy","1","1","2","1"
"F07","96734578","4","muy","1","3","2","1"
"F07","96738448","4","muy","1","3","2","1"
"F07","96739237","4","muy","1","4","2","1"
"F07","96767581","4","muy","1","2","2","1"
"F07","96772982","4","muy","1","1","2","1"
"F07","96844645","4","muy","1","4","2","1"
"F07","96854052","4","muy","1","2","2","1"
"F07","96855312","4","muy","1","3","2","1"
"F07","96870111","4","muy","1","3","2","1"
"F07","96877986","4","muy","1","2","2","1"
"F07","96945124","4","muy","1","1","2","1"
"F07","96950656","4","muy","1","1","2","1"
"F07","96987671","4","muy","1","3","2","1"
"F07","97016368","4","nuevo","0","1","2","1"
"F07","97085639","4","muy","1","3","2","1"
"F07","97295827","4","muy","1","2","2","1"
"F07","97313901","4","muy","1","3","2","1"
"F07","97409849","4","muy","1","1","2","1"
"F07","97446121","4","muy","1","2","2","1"
"F07","97591839","4","muy","1","1","2","1"
"F07","97687890","4","muy","1","3","2","1"
"F07","97688849","4","muy","1","3","2","1"
"F07","97725741","4","muy","1","3","2","1"
"F07","97741500","4","muy","1","1","2","1"
"F07","97762542","4","muy","1","3","2","1"
"F07","97836262","4","muy","1","3","2","1"
"F07","97847023","4","muy","1","2","2","1"
"F07","97913702","4","muy","1","2","2","1"
"F07","98928867","4","muy","1","2","2","1"
"F07","98929451","4","muy","1","3","2","1"
"F08","96372450","4","voz","1","4","2","1"
"F08","96419652","4","Ninguna de las anteriores","0","5","2","1"
"F08","96520359","4","Ninguna de las anteriores","0","5","2","1"
"F08","96527672","4","Ninguna de las anteriores","0","4","2","1"
"F08","96540700","4","Ninguna de las anteriores","0","4","2","1"
"F08","96603178","4","voz","1","4","2","1"
"F08","96606089","4","voz","1","3","2","1"
"F08","96615914","4","Ninguna de las anteriores","0","3","2","1"
"F08","96620145","4","Ninguna de las anteriores","0","4","2","1"
"F08","96621195","4","voz","1","5","2","1"
"F08","96632274","4","Ninguna de las anteriores","0","4","2","1"
"F08","96634147","4","voz","1","3","2","1"
"F08","96636044","4","voz","1","3","2","1"
"F08","96656784","4","maravillosa","0","4","2","1"
"F08","96657675","4","maravillosa","0","4","2","1"
"F08","96660080","4","Ninguna de las anteriores","0","5","2","1"
"F08","96690215","4","voz","1","4","2","1"
"F08","96714607","4","voz","1","3","2","1"
"F08","96734578","4","voz","1","3","2","1"
"F08","96738448","4","voz","1","3","2","1"
"F08","96739237","4","Ninguna de las anteriores","0","4","2","1"
"F08","96767581","4","Ninguna de las anteriores","0","5","2","1"
"F08","96772982","4","voz","1","3","2","1"
"F08","96844645","4","Ninguna de las anteriores","0","3","2","1"
"F08","96854052","4","tiene","0","3","2","1"
"F08","96855312","4","Ninguna de las anteriores","0","5","2","1"
"F08","96870111","4","maravillosa","0","3","2","1"
"F08","96877986","4","voz","1","3","2","1"
"F08","96945124","4","tiene","0","4","2","1"
"F08","96950656","4","tiene","0","3","2","1"
"F08","96987671","4","voz","1","3","2","1"
"F08","97016368","4","voz","1","2","2","1"
"F08","97085639","4","Ninguna de las anteriores","0","5","2","1"
"F08","97295827","4","maravillosa","0","4","2","1"
"F08","97313901","4","voz","1","4","2","1"
"F08","97409849","4","voz","1","4","2","1"
"F08","97446121","4","Ninguna de las anteriores","0","4","2","1"
"F08","97591839","4","voz","1","2","2","1"
"F08","97687890","4","voz","1","4","2","1"
"F08","97688849","4","tiene","0","4","2","1"
"F08","97725741","4","voz","1","4","2","1"
"F08","97741500","4","voz","1","4","2","1"
"F08","97762542","4","voz","1","4","2","1"
"F08","97836262","4","voz","1","5","2","1"
"F08","97847023","4","voz","1","5","2","1"
"F08","97913702","4","voz","1","4","2","1"
"F08","98928867","4","voz","1","3","2","1"
"F08","98929451","4","voz","1","4","2","1"
"F09","96372450","4","lloran","1","4","2","2"
"F09","96419652","4","lloran","1","4","2","2"
"F09","96520359","4","lloran","1","4","2","2"
"F09","96527672","4","lloran","1","4","2","2"
"F09","96540700","4","lloran","1","3","2","2"
"F09","96603178","4","lloran","1","3","2","2"
"F09","96606089","4","lloran","1","3","2","2"
"F09","96615914","4","niños","0","4","2","2"
"F09","96620145","4","lloran","1","3","2","2"
"F09","96621195","4","lloran","1","4","2","2"
"F09","96632274","4","Ninguna de las anteriores","0","5","2","2"
"F09","96634147","4","lloran","1","3","2","2"
"F09","96636044","4","lloran","1","3","2","2"
"F09","96656784","4","lloran","1","4","2","2"
"F09","96657675","4","lloran","1","3","2","2"
"F09","96660080","4","lloran","1","3","2","2"
"F09","96690215","4","lloran","1","3","2","2"
"F09","96714607","4","lloran","1","2","2","2"
"F09","96734578","4","lloran","1","5","2","2"
"F09","96738448","4","lloran","1","3","2","2"
"F09","96739237","4","Ninguna de las anteriores","0","3","2","2"
"F09","96767581","4","Ninguna de las anteriores","0","5","2","2"
"F09","96772982","4","lloran","1","3","2","2"
"F09","96844645","4","lloran","1","3","2","2"
"F09","96854052","4","horas","0","3","2","2"
"F09","96855312","4","Ninguna de las anteriores","0","5","2","2"
"F09","96870111","4","lloran","1","4","2","2"
"F09","96877986","4","lloran","1","5","2","2"
"F09","96945124","4","lloran","1","2","2","2"
"F09","96950656","4","lloran","1","2","2","2"
"F09","96987671","4","Ninguna de las anteriores","0","3","2","2"
"F09","97016368","4","lloran","1","1","2","2"
"F09","97085639","4","lloran","1","3","2","2"
"F09","97295827","4","Ninguna de las anteriores","0","5","2","2"
"F09","97313901","4","Ninguna de las anteriores","0","3","2","2"
"F09","97409849","4","lloran","1","3","2","2"
"F09","97446121","4","lloran","1","2","2","2"
"F09","97591839","4","lloran","1","2","2","2"
"F09","97687890","4","lloran","1","4","2","2"
"F09","97688849","4","lloran","1","4","2","2"
"F09","97725741","4","lloran","1","4","2","2"
"F09","97741500","4","lloran","1","2","2","2"
"F09","97762542","4","lloran","1","2","2","2"
"F09","97836262","4","horas","0","4","2","2"
"F09","97847023","4","lloran","1","3","2","2"
"F09","97913702","4","lloran","1","2","2","2"
"F09","98928867","4","lloran","1","3","2","2"
"F09","98929451","4","lloran","1","3","2","2"
"F10","96372450","4","siempre","1","4","2","2"
"F10","96419652","4","siempre","1","2","2","2"
"F10","96520359","4","siempre","1","2","2","2"
"F10","96527672","4","siempre","1","4","2","2"
"F10","96540700","4","Ninguna de las anteriores","0","4","2","2"
"F10","96603178","4","siempre","1","3","2","2"
"F10","96606089","4","siempre","1","4","2","2"
"F10","96615914","4","siempre","1","3","2","2"
"F10","96620145","4","Ninguna de las anteriores","0","4","2","2"
"F10","96621195","4","siempre","1","4","2","2"
"F10","96632274","4","siempre","1","3","2","2"
"F10","96634147","4","siempre","1","3","2","2"
"F10","96636044","4","Ninguna de las anteriores","0","3","2","2"
"F10","96656784","4","siempre","1","4","2","2"
"F10","96657675","4","siempre","1","4","2","2"
"F10","96660080","4","Ninguna de las anteriores","0","5","2","2"
"F10","96690215","4","siempre","1","2","2","2"
"F10","96714607","4","mueve","0","4","2","2"
"F10","96734578","4","siempre","1","4","2","2"
"F10","96738448","4","siempre","1","4","2","2"
"F10","96739237","4","siempre","1","3","2","2"
"F10","96767581","4","siempre","1","4","2","2"
"F10","96772982","4","siempre","1","2","2","2"
"F10","96844645","4","Ninguna de las anteriores","0","4","2","2"
"F10","96854052","4","siempre","1","3","2","2"
"F10","96855312","4","siempre","1","4","2","2"
"F10","96870111","4","siempre","1","4","2","2"
"F10","96877986","4","Ninguna de las anteriores","0","5","2","2"
"F10","96945124","4","siempre","1","2","2","2"
"F10","96950656","4","Ninguna de las anteriores","0","3","2","2"
"F10","96987671","4","siempre","1","3","2","2"
"F10","97016368","4","Ninguna de las anteriores","0","3","2","2"
"F10","97085639","4","Ninguna de las anteriores","0","4","2","2"
"F10","97295827","4","Ninguna de las anteriores","0","5","2","2"
"F10","97313901","4","siempre","1","4","2","2"
"F10","97409849","4","siempre","1","3","2","2"
"F10","97446121","4","siempre","1","3","2","2"
"F10","97591839","4","siempre","1","3","2","2"
"F10","97687890","4","siempre","1","4","2","2"
"F10","97688849","4","siempre","1","4","2","2"
"F10","97725741","4","siempre","1","4","2","2"
"F10","97741500","4","Ninguna de las anteriores","0","5","2","2"
"F10","97762542","4","siempre","1","4","2","2"
"F10","97836262","4","siempre","1","4","2","2"
"F10","97847023","4","siempre","1","5","2","2"
"F10","97913702","4","siempre","1","2","2","2"
"F10","98928867","4","siempre","1","4","2","2"
"F10","98929451","4","siempre","1","4","2","2"
"F11","96372450","4","brillaron","1","5","2","3"
"F11","96419652","4","brillaron","1","3","2","3"
"F11","96520359","4","brillaron","1","2","2","3"
"F11","96527672","4","brillaron","1","4","2","3"
"F11","96540700","4","brillaron","1","4","2","3"
"F11","96603178","4","brillaron","1","4","2","3"
"F11","96606089","4","brillaron","1","3","2","3"
"F11","96615914","4","brillaron","1","2","2","3"
"F11","96620145","4","brillaron","1","3","2","3"
"F11","96621195","4","brillaron","1","4","2","3"
"F11","96632274","4","brillaron","1","4","2","3"
"F11","96634147","4","brillaron","1","3","2","3"
"F11","96636044","4","brillaron","1","2","2","3"
"F11","96656784","4","brillaron","1","5","2","3"
"F11","96657675","4","brillaron","1","4","2","3"
"F11","96660080","4","brillaron","1","5","2","3"
"F11","96690215","4","brillaron","1","3","2","3"
"F11","96714607","4","brillaron","1","1","2","3"
"F11","96734578","4","brillaron","1","4","2","3"
"F11","96738448","4","brillaron","1","3","2","3"
"F11","96739237","4","brillaron","1","3","2","3"
"F11","96767581","4","brillaron","1","2","2","3"
"F11","96772982","4","brillaron","1","1","2","3"
"F11","96844645","4","brillaron","1","4","2","3"
"F11","96854052","4","brillaron","1","3","2","3"
"F11","96855312","4","brillaron","1","5","2","3"
"F11","96870111","4","brillaron","1","4","2","3"
"F11","96877986","4","brillaron","1","4","2","3"
"F11","96945124","4","brillaron","1","4","2","3"
"F11","96950656","4","brillaron","1","2","2","3"
"F11","96987671","4","brillaron","1","4","2","3"
"F11","97016368","4","brillaron","1","3","2","3"
"F11","97085639","4","brillaron","1","4","2","3"
"F11","97295827","4","brillaron","1","4","2","3"
"F11","97313901","4","brillaron","1","4","2","3"
"F11","97409849","4","brillaron","1","5","2","3"
"F11","97446121","4","brillaron","1","3","2","3"
"F11","97591839","4","brillaron","1","3","2","3"
"F11","97687890","4","brillaron","1","4","2","3"
"F11","97688849","4","brillaron","1","4","2","3"
"F11","97725741","4","brillaron","1","4","2","3"
"F11","97741500","4","brillaron","1","4","2","3"
"F11","97762542","4","brillaron","1","4","2","3"
"F11","97836262","4","brillaron","1","5","2","3"
"F11","97847023","4","brillaron","1","4","2","3"
"F11","97913702","4","brillaron","1","4","2","3"
"F11","98928867","4","brillaron","1","3","2","3"
"F11","98929451","4","brillaron","1","4","2","3"
"F12","96372450","4","Ninguna de las anteriores","0","4","2","3"
"F12","96419652","4","Ninguna de las anteriores","0","5","2","3"
"F12","96520359","4","Ninguna de las anteriores","0","4","2","3"
"F12","96527672","4","Ninguna de las anteriores","0","4","2","3"
"F12","96540700","4","muela","0","4","2","3"
"F12","96603178","4","Ninguna de las anteriores","0","5","2","3"
"F12","96606089","4","muela","0","2","2","3"
"F12","96615914","4","muela","0","4","2","3"
"F12","96620145","4","muela","0","4","2","3"
"F12","96621195","4","muela","0","2","2","3"
"F12","96632274","4","Ninguna de las anteriores","0","3","2","3"
"F12","96634147","4","muela","0","3","2","3"
"F12","96636044","4","partida","1","2","2","3"
"F12","96656784","4","muela","0","5","2","3"
"F12","96657675","4","muela","0","3","2","3"
"F12","96660080","4","Ninguna de las anteriores","0","4","2","3"
"F12","96690215","4","muela","0","3","2","3"
"F12","96714607","4","muela","0","2","2","3"
"F12","96734578","4","partida","1","4","2","3"
"F12","96738448","4","muela","0","4","2","3"
"F12","96739237","4","muela","0","4","2","3"
"F12","96767581","4","comer","0","4","2","3"
"F12","96772982","4","Ninguna de las anteriores","0","2","2","3"
"F12","96844645","4","Ninguna de las anteriores","0","2","2","3"
"F12","96854052","4","muela","0","3","2","3"
"F12","96855312","4","muela","0","4","2","3"
"F12","96870111","4","Ninguna de las anteriores","0","3","2","3"
"F12","96877986","4","Ninguna de las anteriores","0","4","2","3"
"F12","96945124","4","muela","0","4","2","3"
"F12","96950656","4","muela","0","2","2","3"
"F12","96987671","4","Ninguna de las anteriores","0","3","2","3"
"F12","97016368","4","muela","0","3","2","3"
"F12","97085639","4","Ninguna de las anteriores","0","4","2","3"
"F12","97295827","4","Ninguna de las anteriores","0","4","2","3"
"F12","97313901","4","muela","0","3","2","3"
"F12","97409849","4","Ninguna de las anteriores","0","4","2","3"
"F12","97446121","4","Ninguna de las anteriores","0","4","2","3"
"F12","97591839","4","Ninguna de las anteriores","0","3","2","3"
"F12","97687890","4","Ninguna de las anteriores","0","4","2","3"
"F12","97688849","4","muela","0","3","2","3"
"F12","97725741","4","partida","1","4","2","3"
"F12","97741500","4","muela","0","4","2","3"
"F12","97762542","4","Ninguna de las anteriores","0","2","2","3"
"F12","97836262","4","Ninguna de las anteriores","0","4","2","3"
"F12","97847023","4","partida","1","3","2","3"
"F12","97913702","4","muela","0","1","2","3"
"F12","98928867","4","Ninguna de las anteriores","0","3","2","3"
"F12","98929451","4","Ninguna de las anteriores","0","4","2","3"
"F13","96372450","4","sol","1","2","3","1"
"F13","96419652","4","sol","1","3","3","1"
"F13","96520359","4","sol","1","2","3","1"
"F13","96527672","4","sol","1","2","3","1"
"F13","96540700","4","sol","1","2","3","1"
"F13","96603178","4","sol","1","3","3","1"
"F13","96606089","4","sol","1","1","3","1"
"F13","96615914","4","sol","1","2","3","1"
"F13","96620145","4","madre","0","2","3","1"
"F13","96621195","4","sol","1","2","3","1"
"F13","96632274","4","sol","1","2","3","1"
"F13","96634147","4","sol","1","2","3","1"
"F13","96636044","4","sol","1","2","3","1"
"F13","96656784","4","sol","1","3","3","1"
"F13","96657675","4","sol","1","2","3","1"
"F13","96660080","4","sol","1","3","3","1"
"F13","96690215","4","sol","1","2","3","1"
"F13","96714607","4","sol","1","2","3","1"
"F13","96734578","4","sol","1","2","3","1"
"F13","96738448","4","sol","1","3","3","1"
"F13","96739237","4","sol","1","3","3","1"
"F13","96767581","4","sol","1","1","3","1"
"F13","96772982","4","sol","1","1","3","1"
"F13","96844645","4","sol","1","2","3","1"
"F13","96854052","4","sol","1","4","3","1"
"F13","96855312","4","sol","1","2","3","1"
"F13","96870111","4","sol","1","2","3","1"
"F13","96877986","4","sol","1","1","3","1"
"F13","96945124","4","sol","1","2","3","1"
"F13","96950656","4","sol","1","1","3","1"
"F13","96987671","4","sol","1","2","3","1"
"F13","97016368","4","sol","1","2","3","1"
"F13","97085639","4","sol","1","1","3","1"
"F13","97295827","4","sol","1","2","3","1"
"F13","97313901","4","sol","1","2","3","1"
"F13","97409849","4","sol","1","1","3","1"
"F13","97446121","4","sol","1","3","3","1"
"F13","97591839","4","sol","1","1","3","1"
"F13","97687890","4","sol","1","2","3","1"
"F13","97688849","4","sol","1","4","3","1"
"F13","97725741","4","sol","1","2","3","1"
"F13","97741500","4","sol","1","1","3","1"
"F13","97762542","4","sol","1","1","3","1"
"F13","97836262","4","sol","1","2","3","1"
"F13","97847023","4","sol","1","2","3","1"
"F13","97913702","4","sol","1","2","3","1"
"F13","98928867","4","sol","1","2","3","1"
"F13","98929451","4","sol","1","3","3","1"
"F14","96372450","4","miel","1","2","3","1"
"F14","96419652","4","miel","1","2","3","1"
"F14","96520359","4","miel","1","1","3","1"
"F14","96527672","4","miel","1","1","3","1"
"F14","96540700","4","miel","1","2","3","1"
"F14","96603178","4","miel","1","3","3","1"
"F14","96606089","4","miel","1","2","3","1"
"F14","96615914","4","miel","1","1","3","1"
"F14","96620145","4","pastas","0","3","3","1"
"F14","96621195","4","miel","1","2","3","1"
"F14","96632274","4","miel","1","2","3","1"
"F14","96634147","4","miel","1","2","3","1"
"F14","96636044","4","miel","1","2","3","1"
"F14","96656784","4","miel","1","3","3","1"
"F14","96657675","4","miel","1","2","3","1"
"F14","96660080","4","miel","1","2","3","1"
"F14","96690215","4","miel","1","2","3","1"
"F14","96714607","4","miel","1","1","3","1"
"F14","96734578","4","miel","1","2","3","1"
"F14","96738448","4","miel","1","4","3","1"
"F14","96739237","4","miel","1","2","3","1"
"F14","96767581","4","miel","1","2","3","1"
"F14","96772982","4","miel","1","2","3","1"
"F14","96844645","4","miel","1","2","3","1"
"F14","96854052","4","pastas","0","2","3","1"
"F14","96855312","4","miel","1","2","3","1"
"F14","96870111","4","miel","1","2","3","1"
"F14","96877986","4","miel","1","2","3","1"
"F14","96945124","4","miel","1","2","3","1"
"F14","96950656","4","miel","1","1","3","1"
"F14","96987671","4","miel","1","2","3","1"
"F14","97016368","4","miel","1","1","3","1"
"F14","97085639","4","miel","1","1","3","1"
"F14","97295827","4","miel","1","2","3","1"
"F14","97313901","4","miel","1","2","3","1"
"F14","97409849","4","miel","1","1","3","1"
"F14","97446121","4","miel","1","2","3","1"
"F14","97591839","4","miel","1","2","3","1"
"F14","97687890","4","miel","1","2","3","1"
"F14","97688849","4","miel","1","3","3","1"
"F14","97725741","4","miel","1","2","3","1"
"F14","97741500","4","miel","1","1","3","1"
"F14","97762542","4","miel","1","2","3","1"
"F14","97836262","4","miel","1","2","3","1"
"F14","97847023","4","miel","1","2","3","1"
"F14","97913702","4","miel","1","1","3","1"
"F14","98928867","4","miel","1","1","3","1"
"F14","98929451","4","miel","1","2","3","1"
"F15","96372450","4","ruinas","1","3","3","2"
"F15","96419652","4","ruinas","1","2","3","2"
"F15","96520359","4","ruinas","1","1","3","2"
"F15","96527672","4","ruinas","1","4","3","2"
"F15","96540700","4","ruinas","1","2","3","2"
"F15","96603178","4","ruinas","1","3","3","2"
"F15","96606089","4","ruinas","1","2","3","2"
"F15","96615914","4","ruinas","1","2","3","2"
"F15","96620145","4","casa","0","3","3","2"
"F15","96621195","4","ruinas","1","3","3","2"
"F15","96632274","4","ruinas","1","1","3","2"
"F15","96634147","4","ruinas","1","2","3","2"
"F15","96636044","4","ruinas","1","2","3","2"
"F15","96656784","4","ruinas","1","3","3","2"
"F15","96657675","4","ruinas","1","2","3","2"
"F15","96660080","4","ruinas","1","2","3","2"
"F15","96690215","4","ruinas","1","2","3","2"
"F15","96714607","4","ruinas","1","1","3","2"
"F15","96734578","4","ruinas","1","2","3","2"
"F15","96738448","4","ruinas","1","3","3","2"
"F15","96739237","4","ruinas","1","3","3","2"
"F15","96767581","4","ruinas","1","1","3","2"
"F15","96772982","4","Ninguna de las anteriores","0","3","3","2"
"F15","96844645","4","ruinas","1","4","3","2"
"F15","96854052","4","ruinas","1","2","3","2"
"F15","96855312","4","ruinas","1","2","3","2"
"F15","96870111","4","ruinas","1","2","3","2"
"F15","96877986","4","ruinas","1","4","3","2"
"F15","96945124","4","casa","0","4","3","2"
"F15","96950656","4","ruinas","1","1","3","2"
"F15","96987671","4","Ninguna de las anteriores","0","2","3","2"
"F15","97016368","4","Ninguna de las anteriores","0","3","3","2"
"F15","97085639","4","ruinas","1","2","3","2"
"F15","97295827","4","ruinas","1","2","3","2"
"F15","97313901","4","Ninguna de las anteriores","0","4","3","2"
"F15","97409849","4","ruinas","1","1","3","2"
"F15","97446121","4","ruinas","1","2","3","2"
"F15","97591839","4","ruinas","1","2","3","2"
"F15","97687890","4","ruinas","1","3","3","2"
"F15","97688849","4","casa","0","3","3","2"
"F15","97725741","4","ruinas","1","4","3","2"
"F15","97741500","4","ruinas","1","2","3","2"
"F15","97762542","4","ruinas","1","2","3","2"
"F15","97836262","4","ruinas","1","2","3","2"
"F15","97847023","4","ruinas","1","4","3","2"
"F15","97913702","4","ruinas","1","2","3","2"
"F15","98928867","4","ruinas","1","2","3","2"
"F15","98929451","4","ruinas","1","3","3","2"
"F16","96372450","4","anchas","1","2","3","2"
"F16","96419652","4","anchas","1","2","3","2"
"F16","96520359","4","anchas","1","1","3","2"
"F16","96527672","4","anchas","1","1","3","2"
"F16","96540700","4","anchas","1","3","3","2"
"F16","96603178","4","anchas","1","3","3","2"
"F16","96606089","4","anchas","1","1","3","2"
"F16","96615914","4","anchas","1","1","3","2"
"F16","96620145","4","siempre","0","2","3","2"
"F16","96621195","4","anchas","1","2","3","2"
"F16","96632274","4","anchas","1","1","3","2"
"F16","96634147","4","anchas","1","3","3","2"
"F16","96636044","4","anchas","1","2","3","2"
"F16","96656784","4","anchas","1","2","3","2"
"F16","96657675","4","anchas","1","3","3","2"
"F16","96660080","4","anchas","1","2","3","2"
"F16","96690215","4","anchas","1","2","3","2"
"F16","96714607","4","anchas","1","1","3","2"
"F16","96734578","4","anchas","1","2","3","2"
"F16","96738448","4","anchas","1","3","3","2"
"F16","96739237","4","anchas","1","3","3","2"
"F16","96767581","4","anchas","1","1","3","2"
"F16","96772982","4","anchas","1","1","3","2"
"F16","96844645","4","anchas","1","2","3","2"
"F16","96854052","4","anchas","1","3","3","2"
"F16","96855312","4","anchas","1","2","3","2"
"F16","96870111","4","anchas","1","2","3","2"
"F16","96877986","4","anchas","1","1","3","2"
"F16","96945124","4","anchas","1","2","3","2"
"F16","96950656","4","anchas","1","1","3","2"
"F16","96987671","4","anchas","1","2","3","2"
"F16","97016368","4","anchas","1","2","3","2"
"F16","97085639","4","campan","0","2","3","2"
"F16","97295827","4","anchas","1","2","3","2"
"F16","97313901","4","anchas","1","2","3","2"
"F16","97409849","4","anchas","1","1","3","2"
"F16","97446121","4","anchas","1","2","3","2"
"F16","97591839","4","anchas","1","2","3","2"
"F16","97687890","4","anchas","1","3","3","2"
"F16","97688849","4","anchas","1","3","3","2"
"F16","97725741","4","anchas","1","2","3","2"
"F16","97741500","4","anchas","1","1","3","2"
"F16","97762542","4","anchas","1","2","3","2"
"F16","97836262","4","anchas","1","3","3","2"
"F16","97847023","4","anchas","1","2","3","2"
"F16","97913702","4","anchas","1","1","3","2"
"F16","98928867","4","anchas","1","2","3","2"
"F16","98929451","4","anchas","1","2","3","2"
"F17","96372450","4","desastre","1","3","3","3"
"F17","96419652","4","desastre","1","4","3","3"
"F17","96520359","4","desastre","1","1","3","3"
"F17","96527672","4","desastre","1","2","3","3"
"F17","96540700","4","desastre","1","3","3","3"
"F17","96603178","4","desastre","1","3","3","3"
"F17","96606089","4","desastre","1","2","3","3"
"F17","96615914","4","desastre","1","2","3","3"
"F17","96620145","4","Ninguna de las anteriores","0","3","3","3"
"F17","96621195","4","desastre","1","3","3","3"
"F17","96632274","4","desastre","1","2","3","3"
"F17","96634147","4","desastre","1","2","3","3"
"F17","96636044","4","desastre","1","2","3","3"
"F17","96656784","4","desastre","1","2","3","3"
"F17","96657675","4","desastre","1","4","3","3"
"F17","96660080","4","desastre","1","4","3","3"
"F17","96690215","4","desastre","1","2","3","3"
"F17","96714607","4","vida","0","1","3","3"
"F17","96734578","4","desastre","1","3","3","3"
"F17","96738448","4","desastre","1","3","3","3"
"F17","96739237","4","desastre","1","3","3","3"
"F17","96767581","4","desastre","1","1","3","3"
"F17","96772982","4","desastre","1","2","3","3"
"F17","96844645","4","desastre","1","4","3","3"
"F17","96854052","4","desastre","1","3","3","3"
"F17","96855312","4","auténtico","0","3","3","3"
"F17","96870111","4","desastre","1","2","3","3"
"F17","96877986","4","desastre","1","2","3","3"
"F17","96945124","4","vida","0","4","3","3"
"F17","96950656","4","desastre","1","2","3","3"
"F17","96987671","4","Ninguna de las anteriores","0","2","3","3"
"F17","97016368","4","auténtico","0","3","3","3"
"F17","97085639","4","desastre","1","2","3","3"
"F17","97295827","4","desastre","1","2","3","3"
"F17","97313901","4","desastre","1","2","3","3"
"F17","97409849","4","desastre","1","1","3","3"
"F17","97446121","4","desastre","1","2","3","3"
"F17","97591839","4","desastre","1","1","3","3"
"F17","97687890","4","desastre","1","3","3","3"
"F17","97688849","4","desastre","1","5","3","3"
"F17","97725741","4","desastre","1","2","3","3"
"F17","97741500","4","desastre","1","1","3","3"
"F17","97762542","4","desastre","1","2","3","3"
"F17","97836262","4","desastre","1","3","3","3"
"F17","97847023","4","desastre","1","3","3","3"
"F17","97913702","4","desastre","1","2","3","3"
"F17","98928867","4","desastre","1","2","3","3"
"F17","98929451","4","desastre","1","3","3","3"
"F18","96372450","4","manchada","1","3","3","3"
"F18","96419652","4","manchada","1","4","3","3"
"F18","96520359","4","Ninguna de las anteriores","0","1","3","3"
"F18","96527672","4","manchada","1","2","3","3"
"F18","96540700","4","manchada","1","3","3","3"
"F18","96603178","4","manchada","1","4","3","3"
"F18","96606089","4","manchada","1","3","3","3"
"F18","96615914","4","Ninguna de las anteriores","0","5","3","3"
"F18","96620145","4","Ninguna de las anteriores","0","3","3","3"
"F18","96621195","4","manchada","1","4","3","3"
"F18","96632274","4","manchada","1","4","3","3"
"F18","96634147","4","manchada","1","3","3","3"
"F18","96636044","4","manchada","1","2","3","3"
"F18","96656784","4","manchada","1","3","3","3"
"F18","96657675","4","manchada","1","4","3","3"
"F18","96660080","4","manchada","1","4","3","3"
"F18","96690215","4","manchada","1","3","3","3"
"F18","96714607","4","camisa","0","2","3","3"
"F18","96734578","4","manchada","1","3","3","3"
"F18","96738448","4","manchada","1","4","3","3"
"F18","96739237","4","Ninguna de las anteriores","0","3","3","3"
"F18","96767581","4","manchada","1","2","3","3"
"F18","96772982","4","manchada","1","3","3","3"
"F18","96844645","4","Ninguna de las anteriores","0","3","3","3"
"F18","96854052","4","manchada","1","3","3","3"
"F18","96855312","4","manchada","1","4","3","3"
"F18","96870111","4","manchada","1","3","3","3"
"F18","96877986","4","manchada","1","5","3","3"
"F18","96945124","4","Ninguna de las anteriores","0","4","3","3"
"F18","96950656","4","Ninguna de las anteriores","0","2","3","3"
"F18","96987671","4","Ninguna de las anteriores","0","3","3","3"
"F18","97016368","4","Ninguna de las anteriores","0","4","3","3"
"F18","97085639","4","manchada","1","4","3","3"
"F18","97295827","4","manchada","1","4","3","3"
"F18","97313901","4","Ninguna de las anteriores","0","4","3","3"
"F18","97409849","4","manchada","1","2","3","3"
"F18","97446121","4","manchada","1","2","3","3"
"F18","97591839","4","manchada","1","2","3","3"
"F18","97687890","4","manchada","1","4","3","3"
"F18","97688849","4","manchada","1","4","3","3"
"F18","97725741","4","manchada","1","4","3","3"
"F18","97741500","4","manchada","1","2","3","3"
"F18","97762542","4","manchada","1","2","3","3"
"F18","97836262","4","manchada","1","4","3","3"
"F18","97847023","4","manchada","1","3","3","3"
"F18","97913702","4","manchada","1","5","3","3"
"F18","98928867","4","manchada","1","4","3","3"
"F18","98929451","4","manchada","1","3","3","3"
"F13","96372450","3C","sol","1","4","3","1"
"F13","96419652","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96520359","3C","madre","0","5","3","1"
"F13","96527672","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96540700","3C","madre","0","4","3","1"
"F13","96603178","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96606089","3C","sol","1","4","3","1"
"F13","96615914","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96620145","3C","madre","0","4","3","1"
"F13","96621195","3C","madre","0","5","3","1"
"F13","96632274","3C","Ninguna de las anteriores","0","4","3","1"
"F13","96634147","3C","sol","1","3","3","1"
"F13","96636044","3C","Ninguna de las anteriores","0","4","3","1"
